source_file,group,category,sample_size,response,pct,ci_low,ci_high
2024_PHR8_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",137,YES,72.5,62.0,81.0
2024_PHR8_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",268,YES,70.7,62.3,77.9
2024_PHR8_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",772,YES,78.8,74.3,82.6
2024_PHR8_BRFSS_Summary_Tables.xlsx,Marital Status,Married,775,YES,83.1,78.9,86.6
2024_PHR8_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,645,YES,69.4,64.1,74.3
2024_PHR8_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,728,YES,70.2,65.4,74.6
2024_PHR8_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,666,YES,84.7,80.1,88.4
2024_PHR8_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,"1,255",YES,82.0,78.7,84.9
2024_PHR8_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,125,YES,39.5,28.6,51.5
2024_PHR8_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,429,YES,80.1,73.9,85.1
2024_PHR8_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,927,YES,75.0,70.9,78.7
2024_PHR8_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",91,YES,64.6,51.0,76.2
2024_PHR8_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,"1,135",YES,77.2,73.3,80.6
2024_PHR8_BRFSS_Summary_Tables.xlsx,Total,Total,"1,430",NO,9.4,7.5,11.8
2024_PHR8_BRFSS_Summary_Tables.xlsx,Sex,Male,695,NO,8.9,6.4,12.4
2024_PHR8_BRFSS_Summary_Tables.xlsx,Sex,Female,735,NO,9.9,7.2,13.6
2024_PHR8_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",761,NO,7.6,5.3,10.8
2024_PHR8_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",89,NO,,,
2024_PHR8_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,463,NO,9.8,7.0,13.5
2024_PHR8_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",86,NO,,,
2024_PHR8_BRFSS_Summary_Tables.xlsx,Age,18 to 29,181,NO,12.7,7.9,19.8
2024_PHR8_BRFSS_Summary_Tables.xlsx,Age,30 to 44,339,NO,12.7,8.7,18.3
2024_PHR8_BRFSS_Summary_Tables.xlsx,Age,45 to 64,461,NO,8.4,5.6,12.5
2024_PHR8_BRFSS_Summary_Tables.xlsx,Age,65+,431,NO,,,
2024_PHR8_BRFSS_Summary_Tables.xlsx,Education,Less than high school,84,NO,,,
2024_PHR8_BRFSS_Summary_Tables.xlsx,Education,High school graduate,295,NO,9.9,6.0,15.9
2024_PHR8_BRFSS_Summary_Tables.xlsx,Education,Some college,379,NO,12.1,8.1,17.7
2024_PHR8_BRFSS_Summary_Tables.xlsx,Education,College graduate,668,NO,7.5,5.5,10.3
2024_PHR8_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",137,NO,11.6,6.5,19.9
2024_PHR8_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",268,NO,13.4,8.5,20.4
2024_PHR8_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",772,NO,8.1,5.8,11.1
2024_PHR8_BRFSS_Summary_Tables.xlsx,Marital Status,Married,775,NO,8.4,5.9,12.0
2024_PHR8_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,645,NO,10.7,7.9,14.3
2024_PHR8_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,728,NO,11.9,9.2,15.3
2024_PHR8_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,666,NO,6.8,4.2,10.7
2024_PHR8_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,"1,255",NO,8.2,6.2,10.7
2024_PHR8_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,125,NO,17.8,11.1,27.5
2024_PHR8_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,429,NO,6.9,4.4,10.6
2024_PHR8_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,927,NO,10.8,8.3,14.0
2024_PHR8_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",91,NO,,,
2024_PHR8_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,"1,135",NO,9.2,7.0,12.1
2024_PHR9_BRFSS_Summary_Tables.xlsx,Total,Total,490,YES,76.6,69.9,82.2
2024_PHR9_BRFSS_Summary_Tables.xlsx,Sex,Male,275,YES,72.4,62.3,80.6
2024_PHR9_BRFSS_Summary_Tables.xlsx,Sex,Female,215,YES,82.0,73.0,88.5
2024_PHR9_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",265,YES,81.0,71.9,87.7
2024_PHR9_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",N,YES,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,170,YES,72.1,61.5,80.7
2024_PHR9_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",N,YES,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Age,18 to 29,73,YES,61.1,41.5,77.7
2024_PHR9_BRFSS_Summary_Tables.xlsx,Age,30 to 44,151,YES,71.7,60.4,80.8
2024_PHR9_BRFSS_Summary_Tables.xlsx,Age,45 to 64,154,YES,82.3,67.7,91.1
2024_PHR9_BRFSS_Summary_Tables.xlsx,Age,65+,109,YES,95.2,88.9,98.0
2024_PHR9_BRFSS_Summary_Tables.xlsx,Education,Less than high school,N,YES,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Education,High school graduate,150,YES,64.3,50.1,76.3
2024_PHR9_BRFSS_Summary_Tables.xlsx,Education,Some college,150,YES,83.8,74.1,90.3
2024_PHR9_BRFSS_Summary_Tables.xlsx,Education,College graduate,142,YES,71.1,54.7,83.3
2024_PHR9_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",53,YES,75.6,55.9,88.3
2024_PHR9_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",80,YES,75.2,56.9,87.4
2024_PHR9_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",255,YES,77.2,67.2,84.8
2024_PHR9_BRFSS_Summary_Tables.xlsx,Marital Status,Married,254,YES,76.7,67.1,84.2
2024_PHR9_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,236,YES,76.6,66.7,84.2
2024_PHR9_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,302,YES,70.8,61.6,78.6
2024_PHR9_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,174,YES,85.5,74.7,92.2
2024_PHR9_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,398,YES,80.0,72.6,85.7
2024_PHR9_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,71,YES,53.9,35.5,71.2
2024_PHR9_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,150,YES,84.6,74.9,90.9
2024_PHR9_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,302,YES,72.0,62.7,79.8
2024_PHR9_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",N,YES,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,416,YES,75.6,67.9,82.0
2024_PHR9_BRFSS_Summary_Tables.xlsx,Total,Total,490,NO,7.0,5.0,9.6
2024_PHR9_BRFSS_Summary_Tables.xlsx,Sex,Male,275,NO,8.0,5.2,12.2
2024_PHR9_BRFSS_Summary_Tables.xlsx,Sex,Female,215,NO,5.6,3.3,9.5
2024_PHR9_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"White, Non-Hispanic",265,NO,5.1,3.0,8.4
2024_PHR9_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Black, Non-Hispanic",N,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,Hispanic,170,NO,9.6,6.0,15.0
2024_PHR9_BRFSS_Summary_Tables.xlsx,Race/Ethnicity,"Other/Multiracial, Non-Hispanic",N,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Age,18 to 29,73,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Age,30 to 44,151,NO,8.0,4.8,13.3
2024_PHR9_BRFSS_Summary_Tables.xlsx,Age,45 to 64,154,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Age,65+,109,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Education,Less than high school,N,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Education,High school graduate,150,NO,10.9,6.4,17.8
2024_PHR9_BRFSS_Summary_Tables.xlsx,Education,Some college,150,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Education,College graduate,142,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Income,"<$25,000",53,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Income,"$25,000 to <$50,000",80,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Income,"$50,000+",255,NO,7.0,4.4,11.0
2024_PHR9_BRFSS_Summary_Tables.xlsx,Marital Status,Married,254,NO,6.8,4.3,10.6
2024_PHR9_BRFSS_Summary_Tables.xlsx,Marital Status,Not married,236,NO,7.2,4.4,11.5
2024_PHR9_BRFSS_Summary_Tables.xlsx,Employment Status,Employed,302,NO,8.9,6.0,13.0
2024_PHR9_BRFSS_Summary_Tables.xlsx,Employment Status,Not employed,174,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Health Insurance,Health insurance,398,NO,5.6,3.7,8.3
2024_PHR9_BRFSS_Summary_Tables.xlsx,Health Insurance,No health insurance,71,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Disability Status,Has disability,150,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Disability Status,No disability,302,NO,7.6,5.0,11.4
2024_PHR9_BRFSS_Summary_Tables.xlsx,Sexual Orientation,"Gay, Lesbian, or Bisexual",N,NO,,,
2024_PHR9_BRFSS_Summary_Tables.xlsx,Sexual Orientation,Straight,416,NO,7.6,5.3,10.9
